"codigo","situacao","nome","descricao","mensagem","parametros"
"ELIM0344","Ativa","Validação do saldo da conta 952 para RPS","Validação do saldo da conta 952 (Margem sobre o Capital Principal Requerido) para RPS","O saldo da conta 952 (R$ VALOR1) deve corresponder ao resultado de 111 - 105 - 930 (R$ VALOR2).","System.Object[]"
"ELIM0345","Ativa","Validação do saldo da conta 953","Validação do saldo da conta 953 (Margem sobre o PR considerando a RBAN)","O saldo da conta 953 (R$ VALOR1) deve corresponder ao resultado de 101 - 911 (R$ VALOR2).","System.Object[]"
"ELIM0346","Ativa","Validação elemento 2 positivo no RWACPAD","Validação elemento 2 positivo no RWACPAD","Valor do elemento 2 de conta do RWACPAD indevidamente informado com valor negativo.","System.Object[]"
"ELIM0347","Ativa","Validação elemento 2 positivo no RWACPAD - RPS","Validação elemento 2 positivo no RWACPAD de instituições no RPS","Valor do elemento 2 de conta do RWACPAD indevidamente informado com valor negativo.","System.Object[]"
"ELIM0348","Ativa","Validação do saldo da conta 350.01","Validação do saldo da conta 350.01 cujo saldo só pode ser diferente de zero para cooperativas singulares.","A conta 350.01 só deve ser informada para cooperativas singulares.","System.Object[]"
"ELIM0349","Ativa","Validação do saldo da conta 350.02","Validação do saldo da conta 350.02 cujo valor só pode ser diferente de zeros para cooperativas centrais","A conta 350.02 só deve ser informada para cooperativas centrais.","System.Object[]"
"ELIM0350","Ativa","VALIDA SALDO DA CONTA 310","verifica se o saldo da conta 310 é compatível com sua fórmula","O Saldo da conta 310 (VL1) é incompatível com a soma dos saldos das contas 310.01 e 310.02 (VL2).","System.Object[]"
"ELIM0351","Ativa","VALIDA SALDO DA CONTA 320","verifica se o saldo da conta 320 é compatível com sua fórmula","O Saldo da conta 320 (VL1) é incompatível com a soma dos saldos das contas 320.01 a 320.05 (VL2).","System.Object[]"
"ELIM0352","Ativa","VALIDA SALDO DA CONTA 330","Verifica se o saldo da conta 330 é compatível com sua fórmula","O Saldo da conta 330 (VL1) é incompatível com a soma dos saldos das contas 330.01 a 330.05 (VL2).","System.Object[]"
"ELIM0353","Desativada","VALIDA DETALHAMENTO DA CONTA 111.92.01","VERIFICA SE A CONTA 111.92.01 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 111.92.01 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0354","Desativada","VALIDA DETALHAMENTO DA CONTA 111.92.02.01","VERIFICA SE A CONTA 111.92.02.01 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 111.92.02.01 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0355","Desativada","VALIDA DETALHAMENTO DA CONTA 111.92.03","VERIFICA SE A CONTA 111.92.03 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 111.92.03 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0356","Ativa","VALIDA DETALHAMENTO DA CONTA 111.92.04","VERIFICA SE A CONTA 111.92.04 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 111.92.04 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0357","Ativa","VALIDA DETALHAMENTO DA CONTA 111.92.05","VERIFICA SE A CONTA 111.92.05 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 111.92.05 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0358","Ativa","VALIDA DETALHAMENTO DA CONTA 111.92.06.01","VERIFICA SE A CONTA 111.92.06.01 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 111.92.06.01 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0359","Ativa","VALIDA DETALHAMENTO DA CONTA 111.93","VERIFICA SE A CONTA 111.93 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 111.93 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0360","Ativa","VALIDA DETALHAMENTO DA CONTA 111.94.01","VERIFICA SE A CONTA 111.94.01 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 111.94.01 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0361","Ativa","VALIDA DETALHAMENTO DA CONTA 111.94.02","VERIFICA SE A CONTA 111.94.02 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 111.94.02 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0362","Ativa","VALIDA DETALHAMENTO DA CONTA 111.94.03","VERIFICA SE A CONTA 111.94.03 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 111.94.03 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0363","Ativa","VALIDA DETALHAMENTO DA CONTA 112.01.02","VERIFICA SE A CONTA 112.01.02 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 112.01.02 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0364","Ativa","VALIDA DETALHAMENTO DA CONTA 112.91","VERIFICA SE A CONTA 112.91 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 112.91 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0365","Ativa","VALIDA DETALHAMENTO DA CONTA 120.01.01","VERIFICA SE A CONTA 120.01.01 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 120.01.01 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0366","Ativa","VALIDA DETALHAMENTO DA CONTA 120.01.02.01","VERIFICA SE A CONTA 120.01.02.01 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 120.01.02.01 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0367","Ativa","VALIDA DETALHAMENTO DA CONTA 120.01.02.02","VERIFICA SE A CONTA 120.01.02.02 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 120.01.02.02 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0368","Ativa","VALIDA DETALHAMENTO DA CONTA 120.90.01","VERIFICA SE A CONTA 120.90.01 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 120.90.01 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0369","Ativa","VALIDA DETALHAMENTO DA CONTA 120.90.02.01","VERIFICA SE A CONTA 120.90.02.01 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 120.90.02.01 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0370","Ativa","VALIDA DETALHAMENTO DA CONTA 120.90.02.02","VERIFICA SE A CONTA 120.90.02.02 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 120.90.02.02 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0371","Ativa","VALIDA DETALHAMENTO DA CONTA 120.91","VERIFICA SE A CONTA 120.91 FOI DETALHADA CASO SEU SALDO TENHA SIDO SUPERIOR A ZERO","A conta 120.91 possui saldo (R$VL1), e não foi apresentado detalhamento da conta com indicação de valor base e percentual aplicável ao capital.","System.Object[]"
"ELIM0372","Ativa","VALIDA CAMPO LIMITE INFORMADO","Verifica se os campos limites informados, quando igual a 3 ou 5, foram informados corretamente.","A instituição é obrigada a informar no DLO a apuração do Limite de Imobilização e o Limite de Basiléia. No entanto, algum dos campos limite informado para o limite 3 e / ou  para o limite 5 não correspondem a ""S"", código indicativo de que o limite é valido para a Instituição.","System.Object[]"
"ELIM0374","Ativa","VALIDA DETALHAMENTO DA CONTA 890.10.01","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.10.01 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0375","Ativa","VALIDA DETALHAMENTO DA CONTA 890.20.01","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.20.01 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0376","Ativa","VALIDA DETALHAMENTO DA CONTA 890.20.02","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.20.02 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0377","Ativa","VALIDA DETALHAMENTO DA CONTA 890.20.03","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.20.03 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0378","Ativa","VALIDA DETALHAMENTO DA CONTA 890.20.04","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.20.04 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0379","Ativa","VALIDA DETALHAMENTO DA CONTA 890.20.05","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.20.05 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0380","Ativa","VALIDA DETALHAMENTO DA CONTA 890.20.06","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.20.06 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0381","Ativa","VALIDA DETALHAMENTO DA CONTA 890.30.01","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.30.01 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0382","Ativa","VALIDA DETALHAMENTO DA CONTA 890.30.02","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.30.02 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0383","Ativa","VALIDA DETALHAMENTO DA CONTA 890.30.03","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.30.03 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0384","Ativa","VALIDA DETALHAMENTO DA CONTA 890.40.01","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.40.01 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0385","Ativa","VALIDA DETALHAMENTO DA CONTA 890.40.02","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.40.02 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0386","Ativa","VALIDA DETALHAMENTO DA CONTA 890.40.03","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.40.03 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0387","Ativa","VALIDA DETALHAMENTO DA CONTA 890.80.01","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.80.01 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0388","Ativa","VALIDA DETALHAMENTO DA CONTA 890.99.01","Verifica se os elementos das contas foram informados com valores diferentes de zero.","Foi informado valor de detalhamento para a conta 890.99.01 e algum ou alguns dos elementos foram informados iguais a zero.","System.Object[]"
"ELIM0389","Ativa","VALIDA SALDO DA CONTA 350.01","Verifica se a instituição informou saldo para a conta 350.01 correspondente a aplicação do FPR sobre o valor de exposição.","O saldo da conta (R$ VL1) não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 350.01 (R$ VL2).","System.Object[]"
"ELIM0390","Ativa","VALIDA SALDO DA CONTA 350.02","Verifica se a instituição informou saldo para a conta 350.02 correspondente a aplicação do FPR sobre o valor de exposição.","O saldo da conta (R$ VL1)  não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 350.02 (R$ VL2).","System.Object[]"
"ELIM0391","Ativa","Validação da conta 620.09","VERIFICA SE A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.09 SÃO EQUIVALENTES AO SALDO DA CONTA 620.09.01 MENOS 620.09.02.","A SOMA DOS VALORES DE EXPOSIÇÃO DA CONTA 620.09 NÃO SÃO COMPATÍVEIS COM O SALDO DA CONTA 620.09.01 MENOS 620.09.02","System.Object[]"
"ELIM0392","Ativa","VALIDA SALDO DA CONTA 810","VALIDA SALDO DA CONTA 810 APÓS 10/2013","O SALDO DA CONTA 810 É INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA:  (DLO[810.10] + DLO[810.20])/FATOR F.","System.Object[]"
"ELIM0393","Ativa","Validação do saldo da conta 920 a partir de 01/2015 exceto RPS","Validação do saldo da conta 920 (Patrimônio de Referência Nível 1 Mínimo Requerido para o RWA) a partir de 01/2015 exceto RPS","O saldo da conta 920 (R$ VALOR1) deve corresponder ao saldo da conta 900 multiplicado pelo fator aplicável (R$ VALOR2).","System.Object[]"
"ELIM0397","Ativa","VALIDA RWACAM - EXP MENOR OU IGUAL 5% DO PR - 2016","Valida saldo da RWACAM quanto da EXP é  inferior ou igual a 5% do PR, no ano de 2016.","Valor da RWACAM deve ser igual a quatro décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F. ","System.Object[]"
"ELIM0398","Ativa","VALIDA RWACAM - EXP MAIOR QUE  5% - ATÉ 10% DO PR - 2016","Valida saldo da RWACAM quanto da EXP é maior que 5% do PR e inferior ou igual a 10% do PR - 2016.","Valor da RWACAM deve ser igual a seis décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0399","Ativa","VALIDA RWACAM - EXP MAIOR QUE 10% - ATÉ 15% DO PR - 2016","Valida saldo da RWACAM quanto da EXP é maior que 10% do PR e inferior ou igual a 15% do PR, no ano de 2016.","Valor da RWACAM deve ser igual a oito décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0400","Ativa","VALIDA RWACAM - EXP MAIOR QUE 15% DO PR - 2016","Valida saldo da RWACAM quando a EXP é maior que 15% do PR, no ano de 2016.","Valor da RWACAM deve ser igual a soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.
","System.Object[]"
"ELIM0401","Ativa","VALIDA RWACAM - EXP MENOR OU IGUAL 5% DO PR  2017","Valida saldo da RWACAM quanto da EXP é  inferior ou igual a 5% do PR, no ano de 2017.","Valor da RWACAM deve ser igual a quatro décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0402","Ativa","VALIDA RWACAM - EXP MAIOR QUE  5% - ATÉ 10% DO PR - 2017","Valida saldo da RWACAM quanto da EXP é maior que 5% do PR e inferior ou igual a 10% do PR - no ano de 2017.","Valor da RWACAM deve ser igual a seis décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0403","Ativa","VALIDA RWACAM - EXP MAIOR QUE 10% - ATÉ 15% DO PR - 2017","Valida saldo da RWACAM quanto da EXP é maior que 10% do PR e inferior ou igual a 15% do PR, no ano de 2017.","Valor da RWACAM deve ser igual a oito décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0404","Ativa","VALIDA RWACAM - EXP MAIOR QUE 15% DO PR  2017","Valida saldo da RWACAM quando a EXP é maior que 15% do PR, no ano de 2017.","Valor da RWACAM deve ser igual a soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0405","Ativa","VALIDA RWACAM - EXP MENOR OU IGUAL 5% DO PR  2018","Valida saldo da RWACAM quanto da EXP é  inferior ou igual a 5% do PR, no ano de 2018.","Valor da RWACAM deve ser igual a quatro décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0406","Ativa","VALIDA RWACAM - EXP MAIOR QUE  5% - ATÉ 10% DO PR - 2018","Valida saldo da RWACAM quanto da EXP é maior que 5% do PR e inferior ou igual a 10% do PR, no ano de 2018.","Valor da RWACAM deve ser igual a seis décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0407","Ativa","VALIDA RWACAM - EXP MAIOR QUE 10% - ATÉ 15% DO PR - 2018","Valida saldo da RWACAM quanto da EXP é maior que 10% do PR e inferior ou igual a 15% do PR, no ano de 2018.","Valor da RWACAM deve ser igual a oito décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0408","Ativa","VALIDA RWACAM - EXP MAIOR QUE 15% DO PR  2018","Valida saldo da RWACAM quando a EXP é maior que 15% do PR, no ano de 2018.","Valor da RWACAM deve ser igual a soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0409","Ativa","VALIDA RWACAM - EXP MENOR OU IGUAL 5% DO PR - PÓS 2019","Valida saldo da RWACAM quanto da EXP é  inferior ou igual a 5% do PR, após 2019.","Valor da RWACAM deve ser igual a quatro décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0410","Ativa","VALIDA RWACAM - EXP MAIOR QUE  5% - ATÉ 10% DO PR - APÓS 2019","Valida saldo da RWACAM quanto da EXP é maior que 5% do PR e inferior ou igual a 10% do PR - após 2019.","Valor da RWACAM deve ser igual a seis décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0411","Ativa","VALIDA RWACAM - EXP MAIOR QUE 10% - ATÉ 15% DO PR  PÓS 2019","Valida saldo da RWACAM quanto da EXP é maior que 10% do PR e inferior ou igual a 15% do PR, após 2019.","Valor da RWACAM deve ser igual a oito décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0412","Ativa","VALIDA RWACAM - EXP MAIOR QUE 15% DO PR  PÓS 2019","Valida saldo da RWACAM quando a EXP é maior que 15% do PR, após 2019.","Valor da RWACAM deve ser igual a soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0413","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM BIA - 2016","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 871, APÓS DIVISÃO PELO FATOR F, NO ANO DE 2016.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 871 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0414","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM BIA - 2017","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 871, APÓS DIVISÃO PELO FATOR F, NO ANO DE 2017.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 871 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0415","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM BIA - 2018","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 871, APÓS DIVISÃO PELO FATOR F, NO ANO DE 2018.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 871 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0416","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM BIA  APÓS 2019","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 871, APÓS DIVISÃO PELO FATOR F, APÓS 2019.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 871 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0417","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM ASA - 2016","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 872, APÓS DIVISÃO PELO FATOR F, NO ANO DE 2016.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 872 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0418","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM ASA - 2017","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 872, APÓS DIVISÃO PELO FATOR F, NO ANO DE 2017.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 872 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0419","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM ASA - 2018","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 872, APÓS DIVISÃO PELO FATOR F, NO ANO DE 2018.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 872 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0420","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM ASA  APÓS 2019","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 872, APÓS DIVISÃO PELO FATOR F, APÓS 2019.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 872 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0421","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM ASA2 - 2016","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 873, APÓS DIVISÃO PELO FATOR F, NO ANO DE 2016.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 873 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0422","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM ASA2 - 2017","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 873, APÓS DIVISÃO PELO FATOR F, NO ANO DE 2017.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 873 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0423","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM ASA2 - 2018","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 873, APÓS DIVISÃO PELO FATOR F, NO ANO DE 2018.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 873 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0424","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM ASA2  APÓS 2019","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 873, APÓS DIVISÃO PELO FATOR F, APÓS 2019.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 873 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0425","Ativa","VALIDA SALDO DA CONTA 820 - 2016","VALIDA SALDO DA CONTA 820 - ANO 2016","SALDO DA CONTA 820 INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA: (DLO[820.01]+DLO[820.02]+DLO[820.03]+DLO[820.04])/FATOR F.","System.Object[]"
"ELIM0426","Ativa","VALIDA SALDO DA CONTA 820 - 2017","VALIDA SALDO DA CONTA 820 - ANO 2017","SALDO DA CONTA 820 INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA: (DLO[820.01]+DLO[820.02]+DLO[820.03]+DLO[820.04])/FATOR F.","System.Object[]"
"ELIM0427","Ativa","VALIDA SALDO DA CONTA 820 - 2018","VALIDA SALDO DA CONTA 820 - ANO 2018","SALDO DA CONTA 820 INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA: (DLO[820.01]+DLO[820.02]+DLO[820.03]+DLO[820.04])/FATOR F.","System.Object[]"
"ELIM0428","Ativa","VALIDA SALDO DA CONTA 820  PÓS 2019","VALIDA SALDO DA CONTA 820  PÓS 2019","SALDO DA CONTA 820 INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA: (DLO[820.01]+DLO[820.02]+DLO[820.03]+DLO[820.04])/FATOR F.
","System.Object[]"
"ELIM0429","Ativa","VALIDA SALDO DA CONTA 830 - 2016","VALIDA SALDO DA CONTA 830 - ANO 2016","SALDO DA CONTA 830 INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA: (DLO[830.01]+DLO[830.02]+DLO[830.03]+DLO[830.04])/FATOR F.","System.Object[]"
"ELIM0430","Ativa","VALIDA SALDO DA CONTA 830 - 2017","VALIDA SALDO DA CONTA 830 - ANO 2017","SALDO DA CONTA 830 INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA: (DLO[830.01]+DLO[830.02]+DLO[830.03]+DLO[830.04])/FATOR F.
","System.Object[]"
"ELIM0431","Ativa","VALIDA SALDO DA CONTA 830 - 2018","VALIDA SALDO DA CONTA 830 - ANO 2018","SALDO DA CONTA 830 INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA: (DLO[830.01]+DLO[830.02]+DLO[830.03]+DLO[830.04])/FATOR F.","System.Object[]"
"ELIM0432","Ativa","VALIDA SALDO DA CONTA 830  PÓS 2019","VALIDA SALDO DA CONTA 830  PÓS 2019","SALDO DA CONTA 830 INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA: (DLO[830.01]+DLO[830.02]+DLO[830.03]+DLO[830.04])/FATOR F.","System.Object[]"
"ELIM0433","Ativa","VALIDA SALDO DA CONTA 840 - 2016","VALIDA SALDO DA CONTA 840 - ANO 2016","SALDO DA CONTA 840 INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA: (DLO[840.01]+DLO[840.02]+DLO[840.03]+DLO[840.04])/FATOR F.","System.Object[]"
"ELIM0434","Ativa","VALIDA SALDO DA CONTA 840 - 2017","VALIDA SALDO DA CONTA 840 - ANO 2017","SALDO DA CONTA 840 INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA: (DLO[840.01]+DLO[840.02]+DLO[840.03]+DLO[840.04])/FATOR F.","System.Object[]"
